slc,soilType,claySurface,claySubsurface,sandSurface,sandSubsurface,siltSurface,siltSubsurface,cfSurface,cfSubsurface,awhcSurface,awhcSubsurface,ppe,ocSurfacePerc,surfacePH,subsurfacePH,surfaceEC,subsurfaceEC,sarSurface,sarSubsurface,E_DEPTH,bd,egdd,a,surfaceFibre,subsurfaceFibre,organicDepth,waterTableDepth,masterHorizon,substrateCF,substrateSilt,substrateClay
791002,26,25.33333333,26.5,33,40.5,41.66666667,33.5,1,3,16.66666667,70,-292.2,0.193333333,7.466666667,7.8,0,0,1.154433333,0.42485,200,1.266666667,1500,28.44,2,29,92,97,CO,96,54,8
791003,22,25,29,23.33333333,28.5,51.66666667,42,0.333333333,3.5,18.33333333,76.5,-264.6,0.34,6.3,7.45,0,0,1,0.44,200,1.233333333,1415,22.92,20,23,49,90,C,0,9,60
793001,2,26,26,40,38,34,36.5,1,2,16,74,-292.7,0.186666667,7.6,8,0,0,1.0589,0.356,200,1.333333333,1522,28.54,93,1,58,86,A,25,48,7
793002,7,15.33333333,18,67.66666667,63,17.33333333,20,2,2,12.66666667,48,-309,0.16,7.4,7.4,1.6,2.05,2.137766667,2.26775,180,1.433333333,1563,31.8,53,53,27,12,R,79,42,31
793003,9,26.66666667,26.5,38,37,35,37,2,2,18,73,-318.7,0.176666667,7.433333333,7.55,1.6,1.75,0.971133333,0.35665,180,1.333333333,1589,33.74,21,58,46,43,CO,46,29,77
793004,11,25.66666667,26,37.66666667,39,36.66666667,35,0,2,16.33333333,72,-310.2,0.186666667,7.533333333,7.85,0,0,1.066666667,0.3945,200,1.266666667,1550,32.04,86,23,97,30,C,80,37,31
793005,4,25.33333333,25.5,39.33333333,37.5,35.33333333,37.5,0,0.5,17,74.5,-321.2,0.21,7.6,7.75,0.8,0.9,1.235566667,0.45515,190,1.3,1598,34.24,54,56,17,20,A,93,2,37
793006,1,26.66666667,27.5,35,33,38.66666667,39.5,4,4,19,71,-350,0.116666667,7.3,7.35,0,0,0.7023,0.3745,200,1.4,1697,40,87,69,91,23,R,95,27,54
793007,19,22,22,45.33333333,47,32.33333333,31.5,0,3,16,61.5,-357.9,0.2,7.466666667,7.5,1.6,1.75,1.422,1.34115,180,1.333333333,1699,41.58,85,44,45,26,CO,2,49,55
793008,30,26.66666667,27.5,35,33,38.66666667,39.5,4,4,19,71,-321.5,0.116666667,7.3,7.35,0,0,0.7023,0.3745,200,1.4,1634,34.3,29,76,32,66,C,88,53,45
793009,12,25.66666667,26.5,35.66666667,40,39.33333333,34,1,3,16,70.5,-333.5,0.206666667,7.466666667,7.8,0,0,1.122233333,0.41235,200,1.266666667,1666,36.7,66,99,100,15,A,43,89,75
793010,22,26.33333333,27.5,39,35,35,37.5,2,2.5,17,76,-311.3,0.196666667,7.333333333,7.75,0,0.5,1.0889,0.32265,200,1.333333333,1603,32.26,33,27,70,5,R,87,62,75
793011,8,25,25.5,40.66666667,39,34.33333333,37,0,0.5,16.66666667,73.5,-342,0.213333333,7.533333333,7.65,0,0,1.2,0.468,200,1.3,1696,38.4,87,32,78,6,CO,72,41,77
793012,16,39.66666667,43.5,23.66666667,14.5,36.66666667,42,0,0,18.33333333,79.5,-348.1,0.246666667,7.233333333,7.95,0,0,0.392233333,0.07565,200,1.3,1706,39.62,60,10,47,92,C,81,11,29
793013,5,25.66666667,26.5,35.66666667,40,39.33333333,34,1,3,16,70.5,-333.9,0.206666667,7.466666667,7.8,0,0,1.122233333,0.41235,200,1.266666667,1679,36.78,9,26,74,49,A,48,15,19
793014,11,34,40,23.33333333,15,43,45,1.666666667,0.5,19.66666667,82,-320.4,0.256666667,7.566666667,8,3.2,3.5,1.003766667,0.1993,160,1.333333333,1646,34.08,58,15,76,64,R,89,41,85
793015,4,27.66666667,31,33.33333333,27.5,39.33333333,41.5,4,4,18.33333333,80.5,-317.5,0.203333333,7.1,7.5,3.2,4.45,1.207766667,0.23435,160,1.333333333,1616,33.5,79,89,80,41,CO,13,31,90
793016,1,25.33333333,25,41.66666667,39.5,33.33333333,36,2,2,17,70.5,-287.7,0.186666667,7.633333333,7.85,0.266666667,0.4,1.188233333,0.45905,190.8,1.333333333,1512,27.54,67,95,46,20,C,69,32,42
793017,18,23.66666667,23.5,48.66666667,47.5,28,29,1,1,16.66666667,64,-298,0.176666667,7.5,7.4,0,0,1.1539,1.1599,200,1.4,1552,29.6,80,56,37,53,A,25,85,79
797001,26,30,30.5,34.66666667,33.5,35.66666667,36,3,4,18,75,-301.4,0.23,7.2,7.6,0,0.45,1.032766667,0.2833,200,1.333333333,1511,30.28,90,81,60,58,R,78,85,52
797002,27,16.66666667,14,68.33333333,72.5,14.66666667,14,7.333333333,10,11.66666667,35.5,-310,0.136666667,7.4,7.4,0,0,1.286666667,2.82,200,1.433333333,1527,32,41,36,8,54,CO,96,14,2
797003,18,30,30.5,34.66666667,33.5,35.66666667,36,3,4,18,75,-291.4,0.23,7.2,7.6,0,0.45,1.032766667,0.2833,200,1.333333333,1458,28.28,67,89,23,32,C,60,31,65
797004,19,45.66666667,42.5,20,21,34.33333333,36.5,2.666666667,2.5,17.66666667,77,-292,0.243333333,7.4,7.85,0.133333333,0.7,0.537,0.18835,181.5,1.233333333,1467,28.4,36,62,71,81,A,92,4,94
798001,3,23.33333333,28.5,26,29.5,50.66666667,43,0,0.5,19.66666667,75,-269.7,0.35,7.033333333,7.6,0,0,1.077766667,0.60355,200,1.333333333,1411,23.94,49,99,89,79,R,26,2,7
798002,27,25.66666667,30.5,22,25.5,52.33333333,44,0.333333333,3,18.33333333,78,-248.4,0.343333333,6.7,7.65,0.666666667,1.5,0.992233333,0.38675,181,1.233333333,1376,19.68,54,50,67,64,CO,76,39,3
798003,6,27,32,19.33333333,15.5,53.66666667,53,0.333333333,2.5,19.33333333,81,-202.8,0.39,7.533333333,7.85,0,0.6,1.0997,0.302,190.75,1.2,1278,10.56,26,30,91,77,C,88,5,7
798004,6,19,15.5,49.33333333,56.5,31.33333333,28.5,1,1,14.33333333,50,-281.3,0.306666667,7.2,7.55,0.366666667,0.8,1.8511,1.95965,190.5,1.333333333,1435,26.26,16,98,1,90,A,80,55,20
798005,28,30.33333333,29,32,32.5,38,38.5,3,3,19.33333333,72.5,-248.5,0.22,6.8,7.1,0,0,0.46,0.324,200,1.4,1385,19.7,94,85,31,43,R,19,28,44
798006,16,21.33333333,29.5,26.66666667,25,52.33333333,46,1.333333333,2.5,19.33333333,80.5,-257.5,0.376666667,7.6,8.05,1.2,3.9,1.243266667,0.277,163,1.266666667,1394,21.5,26,24,91,44,CO,20,62,62
798007,17,24.33333333,29,23.66666667,26.5,52,44.5,0.333333333,3,18.66666667,78,-256.7,0.343333333,6.6,7.65,0,0.6,1.0997,0.4075,190.75,1.266666667,1393,21.34,7,43,97,51,C,97,96,53
798008,23,26.33333333,31.5,19.66666667,16,54.66666667,52.5,1,2.5,19.33333333,80.5,-266.7,0.386666667,7.533333333,7.85,0,0,1.155566667,0.31415,200,1.233333333,1422,23.34,3,32,0,7,A,30,80,61
798009,18,32.66666667,31.5,28.33333333,28,39,40.5,3.666666667,8,17.33333333,72,-214.9,0.356666667,6.633333333,7.35,0,0,0.91,0.49375,200,1.3,1189,12.98,0,1,100,86,R,66,44,100
798010,27,20.66666667,26.5,33.33333333,32.5,46.66666667,42,1,1.5,18.66666667,71,-250.6,0.276666667,7.333333333,7.75,0,0,1.016666667,0.8629,200,1.333333333,1369,20.12,9,17,97,38,CO,77,15,43
798011,6,27.33333333,31.5,20.66666667,17.5,52,51,1.333333333,2.5,19,79,-250.9,0.373333333,7.466666667,7.75,0,0,1.047766667,0.28725,200,1.266666667,1354,20.18,30,24,46,73,C,30,24,19
799001,24,31,29,38,34.5,31.66666667,36,6,15.5,16,64.5,-218,0.343333333,7.033333333,7.75,0,0,1.033666667,0.5075,176.5,1.333333333,1226,13.6,96,0,43,8,A,70,76,78
800001,6,29.66666667,31,34,27.5,35.66666667,42,5,9,17,74.5,-286.7,0.31,7.1,7.95,0,0.3,0.8862,0.2564,178,1.333333333,1525,27.34,44,80,44,70,R,17,89,72
800002,5,37.66666667,39.5,25.66666667,17,37,44,3.666666667,3.5,17.33333333,79,-260.3,0.313333333,6.633333333,8,0,0.3,0.4677,0.1066,184,1.233333333,1461,22.06,46,60,39,74,CO,23,22,74
800003,18,29.66666667,36.5,31,22.5,40,41.5,5.666666667,4,19,82,-294,0.23,7.233333333,7.8,0,0.95,0.986,0.14845,187,1.333333333,1546,28.8,53,98,21,30,C,92,93,13
800004,18,28.66666667,30,36.33333333,30,35.33333333,39.5,5,8.5,16.66666667,73.5,-256.8,0.32,7.266666667,7.9,0,0,1.082566667,0.287,200,1.333333333,1410,21.36,81,23,39,2,A,66,22,2
800005,5,29.66666667,29.5,37,29,34.33333333,41.5,5,10.5,16.66666667,72,-269.6,0.31,7.233333333,7.95,0,0,0.927,0.28865,188,1.333333333,1465,23.92,53,83,25,88,R,44,67,39
800006,21,35.66666667,39.5,28.33333333,22,36.33333333,38.5,4,8.5,17.66666667,73.5,-225.1,0.296666667,7.5,8.05,0,0,0.72,0.20615,188,1.266666667,1181,15.02,81,80,35,73,CO,20,2,56
800007,28,45.66666667,55.5,15.66666667,11,39,33.5,2,1.5,19,78,-246.4,0.263333333,7.733333333,8.05,0,0,0.28,0.037,200,1.166666667,1350,19.28,22,99,34,21,C,58,72,30
801001,28,36,36.5,30,29,34.33333333,34.5,5.666666667,12,15.66666667,68.5,-199.6,0.39,6.633333333,7.5,0,0,1.007766667,0.3728,200,1.3,1287,9.92,14,35,8,56,A,51,31,66
801002,25,28,27,39.66666667,32,32.66666667,41,5.333333333,13,17,68.5,-215.1,0.29,7.2,7.8,0,0,0.91,0.30685,176,1.333333333,1315,13.02,46,61,21,63,R,10,28,54
802001,28,27.66666667,27.5,38.33333333,31.5,34.33333333,40.5,5,11.5,16.66666667,71,-245.4,0.303333333,7.333333333,7.95,0,0,1,0.31615,188,1.333333333,1349,19.08,9,93,0,55,CO,32,68,90
802002,22,27.66666667,27.5,38.33333333,36.5,34.33333333,36,6,11,16.66666667,68.5,-263.2,0.3,7.4,7.85,0,0,1.077766667,0.3934,200,1.333333333,1400,22.64,10,68,9,21,C,95,46,48
802003,11,27,23.5,32.33333333,42,40.66666667,34,14,14,16.66666667,64,-247.7,0.263333333,6.633333333,7.55,0,0,0.9089,0.629,200,1.333333333,1325,19.54,38,67,69,98,A,65,71,64
804001,16,5.333333333,8.5,88,85.5,6.666666667,7,1,1,7,27.5,-336.1,0.07,6.8,7.5,0.033333333,0.75,4.567766667,2.8936,132.9,1.366666667,1481,37.22,45,98,89,46,R,74,52,38
804002,2,24.33333333,24.5,34.33333333,39,41.33333333,37,1.333333333,4,22.66666667,70.5,-336.5,0.146666667,6.966666667,8.05,0.2,6.2,0.864,0.33815,31.7,1.433333333,1507,37.3,77,48,26,77,CO,58,88,89
804003,19,17.33333333,20.5,55,53.5,27.66666667,25.5,0,1.5,15.66666667,61.5,-325.3,0.116666667,6.533333333,7.9,0.133333333,5.3,1.9075,0.95135,55.3,1.366666667,1478,35.06,68,29,77,83,C,89,66,36
804004,3,22,23.5,41.66666667,45,36,31,4,17,19.66666667,57,-352.8,0.123333333,7.6,8,1.866666667,5.9,1.127633333,0.4755,35.4,1.433333333,1565,40.56,88,6,14,16,A,3,71,62
805003,9,31.33333333,34,32,27,36.66666667,39,0,0,18.33333333,76,-357.9,0.126666667,7.3,7.9,0.433333333,1.35,0.683933333,0.4086,176.84,1.333333333,1585,41.58,85,45,51,49,R,42,68,63
805007,6,8,6.5,86.66666667,89,6,4.5,1.666666667,5.5,7,17,-360.2,0.076666667,6.8,7.4,0.066666667,0.95,4.753333333,3.9025,170.5,1.4,1589,42.04,66,77,97,52,CO,98,16,75
806001,25,18.33333333,27.5,34.33333333,37,47.33333333,35,4.333333333,5,19,70,-325.6,0.206666667,6.333333333,7.65,0.266666667,7.5,1.452933333,0.27485,20.4,1.333333333,1485,35.12,28,41,25,3,C,42,3,43
806002,8,22.66666667,24.5,37.66666667,40.5,40,35,1,2.5,23.66666667,71,-351.9,0.126666667,6.8,8.2,0.2,6.9,0.588266667,0.2876,13,1.5,1529,40.38,0,36,0,68,A,67,36,38
806003,1,21.66666667,22.5,50.33333333,48,28.33333333,29.5,0,0,16.33333333,64.5,-330.4,0.11,7.366666667,8.1,2.033333333,4.4,1.3846,0.60335,67.2,1.4,1484,36.08,83,79,56,9,R,32,95,39
806004,19,16.33333333,16.5,53,50.5,30.66666667,33,4,4,14.66666667,56.5,-336.4,0.213333333,6.433333333,7.3,0.1,3.2,3.009566667,1.9882,131,1.333333333,1520,37.28,46,82,85,33,CO,30,26,20
806005,29,22,27.5,36.66666667,39.5,41.66666667,33,4.666666667,5,18.66666667,69.5,-340.6,0.206666667,6.566666667,7.65,0.1,6.15,1.095466667,0.2393,36.4,1.366666667,1518,38.12,30,1,67,93,C,50,47,39
806006,12,7,14,79.33333333,63,14,23,0,4,8.666666667,50,-353.4,0.073333333,7.066666667,7.9,0.1,2.05,4.2711,1.7195,75.5,1.366666667,1541,40.68,46,20,90,0,A,33,62,62
806007,29,24,25,34.33333333,37.5,42.33333333,37.5,1.333333333,4,22.33333333,71.5,-371.5,0.16,6.933333333,8.05,0.166666667,6.05,1.0136,0.35115,37.7,1.433333333,1598,44.3,4,47,45,92,R,78,92,24
806008,30,24.66666667,25,34.33333333,37,41.33333333,38,1.333333333,4,22,71.5,-374.2,0.163333333,7,8,0.166666667,5.75,1.020433333,0.3525,41.6,1.433333333,1606,44.84,11,94,89,99,CO,30,41,29
806009,23,28,29,37.33333333,36.5,34.66666667,35,4,4,18.66666667,69.5,-392,0.123333333,7.166666667,7.2,0,0,0.523933333,0.25225,200,1.433333333,1710,48.4,73,61,31,79,C,83,69,98
806010,25,23.33333333,29.5,35,27.5,42.33333333,43.5,2.333333333,4,20.66666667,77,-375.8,0.143333333,7.166666667,7.9,0.033333333,5.15,1.024366667,0.3515,24.8,1.433333333,1687,45.16,16,40,96,35,A,21,31,61
806011,5,30.33333333,32.5,25.33333333,13.5,44.66666667,54,1,1,23.66666667,87,-383.4,0.19,7.133333333,8.1,0.266666667,5,0.986433333,0.17595,52,1.4,1710,46.68,98,59,27,86,R,10,50,48
806012,21,25,26,33.33333333,34,42,39.5,2.333333333,4.5,21.33333333,72.5,-386.7,0.166666667,7.133333333,7.9,0.1,5.15,1.1329,0.37115,46.5,1.433333333,1751,47.34,16,84,87,62,CO,71,49,27
809001,23,28,29.5,32.66666667,32.5,40,38,4.333333333,6.5,18.33333333,73,-349.3,0.19,7.533333333,7.95,0,1.55,1.071433333,0.2688,127,1.333333333,1551,39.86,78,100,28,57,C,77,75,18
809002,13,28,32,33,31,39,37,3.666666667,8,18.66666667,73,-350.1,0.226666667,7.333333333,7.9,0,0.45,1.086166667,0.20005,182.3,1.333333333,1555,40.02,96,99,85,31,A,64,54,2
809003,22,26.33333333,31.5,35.66666667,31,38.66666667,38,5,5,18,79,-344.6,0.243333333,6.466666667,7.25,0,1.35,1.1627,0.3758,146.9,1.333333333,1528,38.92,46,45,4,53,R,38,79,17
809004,18,25.66666667,28.5,32.66666667,32.5,41.66666667,39,4,5,18,73.5,-357.9,0.183333333,7.466666667,7.9,0,3.2,1.307833333,0.3579,63.8,1.333333333,1563,41.58,10,46,56,53,CO,82,1,31
809005,1,24,28.5,29.33333333,25.5,47.33333333,46,2.333333333,5,20.33333333,77,-360,0.16,7.2,7.9,0.033333333,5.25,1.392,0.42475,36.7,1.333333333,1558,42,36,100,18,70,C,91,42,22
809006,21,26,26.5,36.66666667,38.5,38,35,4.333333333,5,16.66666667,70.5,-362.8,0.176666667,7.566666667,7.9,0.066666667,2.15,1.144666667,0.38235,88.4,1.333333333,1609,42.56,3,6,52,55,A,28,92,95
809008,18,15.66666667,17.5,60.66666667,55.5,23.33333333,27,3.666666667,15.5,12.66666667,47,-366.5,0.103333333,7.366666667,7.7,1.633333333,2.75,2.412233333,1.32865,136.5,1.433333333,1607,43.3,70,55,85,28,R,90,39,7
809009,22,24.66666667,25.5,40.66666667,42,34.66666667,33,4.333333333,5,16.33333333,68,-357.7,0.16,7.7,7.9,0.1,2.4,1.2491,0.41,80.9,1.333333333,1584,41.54,97,20,36,2,CO,59,84,76
809012,1,12,11.5,72.66666667,77.5,15.33333333,11,0,0,10.66666667,34,-372.5,0.086666667,6.9,7.65,0.166666667,0.3,2.125133333,2.5637,200,1.4,1642,44.5,98,85,97,51,C,20,11,95
809013,1,28,31,35.66666667,34.5,36.33333333,34.5,2,2,18.66666667,76.5,-366.2,0.136666667,7.366666667,8.05,0.533333333,1.6,0.582066667,0.28295,156.82,1.333333333,1624,43.24,3,2,92,15,A,95,51,95
809014,27,27,28,33.33333333,34.5,40,37.5,4.333333333,5,17.66666667,72.5,-375.8,0.17,7.6,7.95,0,2.8,1.146133333,0.32895,62.9,1.333333333,1632,45.16,13,85,21,14,R,58,56,22
809017,4,24.66666667,25,40.33333333,41,35.66666667,34,14,11.5,14,63,-385.2,0.156666667,7.633333333,7.9,0.066666667,2.15,1.704666667,0.44235,88.4,1.333333333,1680,47.04,80,77,20,89,CO,33,68,85
811001,28,15,18.5,60,53,25,28.5,1,1,13,57,-363.4,0.13,7.533333333,7.75,0,0.25,2.247333333,0.79065,186.2,1.433333333,1610,42.68,85,53,38,99,C,91,49,18
811002,27,49,52,20.33333333,16.5,31,31.5,1,1,19,73.5,-382,0.11,7.6,7.85,0,1.15,0.45,0.08515,200,1.2,1686,46.4,47,86,17,1,A,15,46,65
811003,5,39.66666667,43,28,26.5,32.66666667,30.5,2,2,18.66666667,71,-377,0.123333333,7.5,7.95,0,1.3,0.614066667,0.12305,162.74,1.3,1678,45.4,100,22,61,32,R,85,86,26
812001,16,35,44,27.66666667,19,37.33333333,37,2.333333333,1,20.66666667,76.5,-368.7,0.156666667,6.566666667,7.45,0,2.55,0.826666667,0.0683,78.95,1.366666667,1645,43.74,86,12,42,93,CO,70,83,0
812002,21,13.66666667,18,64.33333333,57,22.33333333,25,2,2.5,12,55,-374.5,0.09,7.4,7.8,0,0.25,2.302233333,1.1555,200,1.433333333,1699,44.9,56,32,54,10,C,37,4,22
812003,29,10.33333333,11.5,75,73,15,15.5,0,0.5,9.333333333,38,-377.5,0.083333333,7.2,7.45,1.6,1.75,3.4889,2.36835,180,1.4,1704,45.5,38,86,71,77,A,67,77,49
812004,8,11,16,68,51.5,21.33333333,32.5,0,0,11,58.5,-377.8,0.086666667,7.266666667,7.6,1.6,1.75,2.8489,1.07635,180,1.433333333,1708,45.56,22,99,23,53,R,98,88,91
812005,27,19,17.5,54.66666667,58,26.33333333,24.5,2,16,15,47.5,-379.4,0.1,7.4,7.6,0,0,1.589466667,1.15165,200,1.433333333,1712,45.88,61,21,85,47,CO,25,51,21
812006,2,7,12.5,85.66666667,73,7.666666667,15,0,0.5,6.666666667,38,-384.6,0.063333333,6.4,7.5,0.033333333,2.1,4.746666667,2.86895,142.25,1.366666667,1743,46.92,22,69,54,32,C,92,41,47
812007,23,26,27.5,35,33,39.33333333,39.5,4,4,18.33333333,71,-387.2,0.15,7.3,7.4,0,0,0.947866667,0.4045,200,1.4,1673,47.44,30,63,57,71,A,57,39,16
812008,11,7,6,88.33333333,90.5,5,3.5,1,1,6.666666667,18,-379.2,0.063333333,6.733333333,7.3,0,0,4.842233333,3.8425,200,1.4,1661,45.84,15,80,10,86,R,18,41,44
812009,16,11,13,77.33333333,73.5,11.66666667,14,1,1,9.333333333,37.5,-389.7,0.08,6.833333333,7.45,0,0.6,3.405333333,2.6195,184.5,1.4,1670,47.94,39,56,53,64,CO,29,39,34
812010,8,30.33333333,32,35.66666667,23,34.33333333,45.5,0,0,20,81.5,-374.2,0.126666667,6.866666667,7.9,3.333333333,4.9,0.8656,0.2516,122.4,1.366666667,1694,44.84,42,90,76,28,C,43,65,82
812011,16,11,11.5,76.66666667,75,13,13.5,1,1,9,36.5,-384.3,0.086666667,7.233333333,7.55,0.033333333,0.55,3.4829,2.345,186.2,1.4,1700,46.86,9,19,6,32,A,49,60,45
812012,17,33.33333333,39.5,22.33333333,14.5,45,46,1,0,22,82.5,-369.8,0.15,7,7.65,3.2,5.8,1.077966667,0.1488,40.2,1.366666667,1685,43.96,73,41,98,68,R,68,33,91
814001,20,19.66666667,18.5,46.33333333,56,34.66666667,26,7,4.5,16.66666667,53,-382.9,0.123333333,7.166666667,7.8,0,0,1.3578,1.0042,200,1.333333333,1682,46.58,47,8,44,13,CO,4,20,67
814002,30,22.33333333,24.5,36.66666667,42,41.66666667,33.5,4,4.5,17.66666667,66,-391.8,0.153333333,7.033333333,7.9,0,0,1.155566667,0.513,200,1.333333333,1719,48.36,12,93,36,95,C,83,49,67
814003,6,26,26,38,40,36.66666667,34.5,4.333333333,5,16.66666667,69.5,-390.5,0.146666667,7.7,8,0.1,2.65,1.095766667,0.44565,73.4,1.333333333,1772,48.1,51,86,2,53,A,24,75,5
814004,27,26.33333333,26,33,32.5,40.66666667,41,2.666666667,5,21,72.5,-393.3,0.156666667,7.3,7.9,0.1,4.75,1.095733333,0.37685,45.4,1.4,1682,48.66,99,51,76,27,R,41,26,95
814005,2,26,27.5,35,33,39.33333333,39.5,4,4,18.33333333,71,-395.4,0.15,7.3,7.4,0,0,0.947866667,0.4045,200,1.4,1704,49.08,87,88,54,41,CO,87,65,69
814006,21,28,26.5,34,36,38,37.5,4,5,19,71.5,-383.4,0.153333333,7.566666667,7.95,0.066666667,3.5,0.937566667,0.32395,52.7,1.4,1697,46.68,8,36,38,57,C,83,91,3
815001,28,11.33333333,12.5,72.66666667,68,16.33333333,20,0,0.5,10,41,-399.2,0.083333333,7.2,7.55,0,0,3.1654,2.33285,200,1.366666667,1764,49.84,50,37,31,46,A,73,3,22
815002,13,10,9.5,76.33333333,80,13.66666667,10.5,0,0,10.33333333,34.5,-384.2,0.09,6.833333333,7.4,0.2,0.2,2.758533333,2.83985,200,1.4,1729,46.84,21,17,35,40,R,16,75,23
815003,22,5,5,90.66666667,92,4.333333333,3,0,0.5,6.666666667,17,-400.1,0.063333333,6.833333333,7.3,0,0,5.262233333,3.50125,200,1.433333333,1767,50.02,30,84,62,81,CO,76,56,4
815004,25,19.33333333,21,48.33333333,54,32.33333333,25.5,4,4,15,56,-403.9,0.103333333,7.3,7.9,0.1,0.95,1.72,1.2502,170,1.333333333,1823,50.78,74,23,5,8,C,3,77,10
815005,19,20,20.5,46.33333333,52.5,34.66666667,27,3,3.5,15.33333333,55.5,-393.4,0.11,7.033333333,7.85,0,0,1.72,1.3015,200,1.333333333,1822,48.68,96,34,54,86,A,50,93,75
815006,7,24.66666667,25,40,38.5,35.33333333,36,3,3,17.66666667,66,-399.7,0.126666667,7.233333333,7.35,0,0,1.132,0.7371,200,1.4,1768,49.94,79,70,98,15,R,17,39,75
815007,19,10.33333333,11,76.33333333,75,13.33333333,14.5,1.333333333,5.5,9.333333333,32.5,-397.3,0.08,7.1,7.55,0,0.35,3.44,2.7291,185.5,1.366666667,1819,49.46,8,29,21,46,CO,53,95,25
815008,24,16.33333333,18,55,46,29.33333333,36,0,0,14.33333333,59,-391,0.103333333,7.366666667,7.75,0,0,2.1911,1.5382,200,1.333333333,1819,48.2,47,18,84,56,C,68,89,37
818001,9,28,26,35,37,37,36.5,4.333333333,5,19,70.5,-354.7,0.153333333,7.6,7.9,0.066666667,3.3,0.909866667,0.31595,54.7,1.4,1616,40.94,94,23,68,15,A,11,18,54
818002,23,27.33333333,27,39.33333333,36,33.66666667,38,4,4,18.66666667,69.5,-358.7,0.096666667,7.233333333,7.25,0,0,0.37,0.37,200,1.433333333,1639,41.74,46,66,11,32,R,2,4,48
818003,22,24,25.5,33.66666667,36.5,42.33333333,39,1.333333333,4,22.66666667,72.5,-366.2,0.146666667,6.966666667,8.1,0.166666667,6.2,0.966166667,0.3548,30.75,1.433333333,1664,43.24,18,99,12,5,CO,62,23,53
818004,17,20.66666667,22.5,44.66666667,32.5,34.66666667,45,1,1,18,73,-366.1,0.143333333,7.433333333,8,0.166666667,2.45,1.547033333,0.56895,143.6,1.4,1660,43.22,78,28,48,27,C,58,27,26
818005,9,24.66666667,25.5,33.66666667,36.5,42.33333333,39,1.333333333,4,22.33333333,72.5,-365.7,0.146666667,7.033333333,8,0.166666667,6,0.9696,0.3555,32.7,1.433333333,1660,43.14,10,7,53,59,A,75,6,78
818006,20,26.33333333,26,33,32.5,40.66666667,41,2.666666667,5,21,72.5,-363.4,0.156666667,7.3,7.9,0.1,4.75,1.095733333,0.37685,45.4,1.4,1655,42.68,18,80,73,2,R,61,67,23
821001,12,20,22.5,44.33333333,40,36.33333333,38,1,1,17,72.5,-386.2,0.13,7.166666667,7.85,0.5,0.8,0.9354,0.4938,200,1.333333333,1719,47.24,82,15,82,57,CO,18,60,27
821002,24,7,8.5,86.33333333,83,6.666666667,9.5,1,1.5,7.333333333,26,-390.7,0.066666667,6.833333333,7.35,0,0.25,4.513333333,3.57375,200,1.433333333,1735,48.14,94,100,56,81,C,21,99,42
821003,11,23.66666667,26.5,35,36.5,41,37,1,1.5,17.66666667,72.5,-384,0.13,7.166666667,7.85,0.333333333,1.15,0.578166667,0.41145,200,1.333333333,1711,46.8,84,90,48,97,A,37,16,97
821004,14,24.66666667,26,39,40.5,36.66666667,33,2,2.5,17,69.5,-383.4,0.133333333,7.433333333,7.9,0.233333333,2,0.728933333,0.415,139.88,1.333333333,1714,46.68,49,9,71,65,R,35,52,40
821005,12,27,26.5,36,39,36.66666667,34,4,4,17,68.5,-388.6,0.146666667,7.566666667,7.85,0,1.65,1.006,0.38925,103.82,1.333333333,1756,47.72,8,40,26,81,CO,62,8,7
821006,12,31,29,34,30,35.33333333,41,0,0,18.33333333,71,-397,0.123333333,7.166666667,7.65,3.266666667,4.8,1.6987,1.0722,128.82,1.3,1760,49.4,49,15,6,61,C,93,97,51
821008,17,27.66666667,28,34,35.5,38.33333333,36,4,4,18,73,-364.1,0.14,7.533333333,7.95,0.1,2.25,0.8208,0.2846,99.89,1.333333333,1640,42.82,52,98,23,19,A,46,64,29
823001,5,24.33333333,25.5,35.66666667,36,40,38,3,4.5,17.66666667,71,-355.9,0.143333333,7.366666667,7.9,0.066666667,2.25,1.0461,0.4863,98.2,1.333333333,1645,41.18,3,44,95,84,R,18,45,36
823002,14,25,25,35.33333333,38,40,37.5,3.333333333,4,17.66666667,70,-368.9,0.136666667,7.3,7.85,0,1.3,0.9549,0.496,131,1.333333333,1697,43.78,89,55,45,53,CO,21,35,69
823003,22,17.66666667,20,48,39,34.66666667,40.5,0,1,15.66666667,67,-361.7,0.11,7.3,7.8,0,0,1.546666667,0.77835,200,1.333333333,1688,42.34,44,100,58,84,C,54,32,58
823004,17,22.66666667,24,34.33333333,28,43.66666667,48,1,2,18,76,-387,0.14,7.366666667,7.9,1.6,2.25,1.134666667,0.5917,152.4,1.333333333,1759,47.4,13,59,79,19,A,63,18,76
823005,8,20,23,41.33333333,34.5,39,42,1,2.5,16.33333333,72,-377.8,0.126666667,7.133333333,7.75,1.6,2.25,1.349566667,0.82365,166.2,1.333333333,1720,45.56,42,19,53,74,R,91,6,9
823006,22,17.66666667,20,48,39,34.66666667,40.5,0,1,15.66666667,67,-377.7,0.11,7.3,7.8,0,0,1.546666667,0.77835,200,1.333333333,1734,45.54,72,62,88,62,CO,27,90,15
823007,17,26.33333333,25,42,44.5,32.33333333,31,3,3,18,64,-387.8,0.12,7.066666667,7.4,0,0,1.083333333,0.695,200,1.433333333,1777,47.56,65,94,82,92,C,30,100,84
